$GPGGA,172254.915,1550.067,S,04802.763,W,1,12,1.0,0.0,M,0.0,M,,*67
$GPGGA,172255.915,1550.079,S,04802.787,W,1,12,1.0,0.0,M,0.0,M,,*63
$GPGGA,172256.915,1550.092,S,04802.814,W,1,12,1.0,0.0,M,0.0,M,,*60
$GPGGA,172257.915,1550.106,S,04802.843,W,1,12,1.0,0.0,M,0.0,M,,*6F
$GPGGA,172258.915,1550.119,S,04802.870,W,1,12,1.0,0.0,M,0.0,M,,*6E
$GPGGA,172259.915,1550.131,S,04802.897,W,1,12,1.0,0.0,M,0.0,M,,*6C
$GPGGA,172300.915,1550.145,S,04802.906,W,1,12,1.0,0.0,M,0.0,M,,*6B
$GPGGA,172301.915,1550.168,S,04802.896,W,1,12,1.0,0.0,M,0.0,M,,*6D
$GPGGA,172302.915,1550.194,S,04802.884,W,1,12,1.0,0.0,M,0.0,M,,*6E
$GPGGA,172303.915,1550.216,S,04802.871,W,1,12,1.0,0.0,M,0.0,M,,*6C
$GPGGA,172304.915,1550.239,S,04802.859,W,1,12,1.0,0.0,M,0.0,M,,*6C
$GPGGA,172305.915,1550.260,S,04802.848,W,1,12,1.0,0.0,M,0.0,M,,*61
$GPGGA,172306.915,1550.284,S,04802.836,W,1,12,1.0,0.0,M,0.0,M,,*61
$GPGGA,172307.915,1550.311,S,04802.821,W,1,12,1.0,0.0,M,0.0,M,,*6B
$GPGGA,172308.915,1550.345,S,04802.805,W,1,12,1.0,0.0,M,0.0,M,,*63
$GPGGA,172309.915,1550.371,S,04802.794,W,1,12,1.0,0.0,M,0.0,M,,*62
$GPGGA,172310.915,1550.396,S,04802.781,W,1,12,1.0,0.0,M,0.0,M,,*67
$GPGGA,172311.915,1550.421,S,04802.768,W,1,12,1.0,0.0,M,0.0,M,,*6A
$GPGGA,172312.915,1550.445,S,04802.758,W,1,12,1.0,0.0,M,0.0,M,,*68
$GPGGA,172313.915,1550.466,S,04802.748,W,1,12,1.0,0.0,M,0.0,M,,*69
$GPGGA,172314.915,1550.465,S,04802.725,W,1,12,1.0,0.0,M,0.0,M,,*66
$GPGGA,172315.915,1550.454,S,04802.703,W,1,12,1.0,0.0,M,0.0,M,,*61
$GPGGA,172316.915,1550.442,S,04802.682,W,1,12,1.0,0.0,M,0.0,M,,*6D
$GPGGA,172317.915,1550.432,S,04802.660,W,1,12,1.0,0.0,M,0.0,M,,*67
$GPGGA,172318.915,1550.421,S,04802.637,W,1,12,1.0,0.0,M,0.0,M,,*68
$GPGGA,172319.915,1550.409,S,04802.615,W,1,12,1.0,0.0,M,0.0,M,,*63
$GPGGA,172320.915,1550.401,S,04802.595,W,1,12,1.0,0.0,M,0.0,M,,*6A
$GPGGA,172321.915,1550.401,S,04802.595,W,1,12,1.0,0.0,M,0.0,M,,*6B
$GPGGA,172322.915,1550.376,S,04802.609,W,1,12,1.0,0.0,M,0.0,M,,*69
$GPGGA,172323.915,1550.350,S,04802.621,W,1,12,1.0,0.0,M,0.0,M,,*66
$GPGGA,172324.915,1550.321,S,04802.635,W,1,12,1.0,0.0,M,0.0,M,,*62
$GPGGA,172325.915,1550.321,S,04802.635,W,1,12,1.0,0.0,M,0.0,M,,*63
$GPGGA,172326.915,1550.292,S,04802.649,W,1,12,1.0,0.0,M,0.0,M,,*62
$GPGGA,172327.915,1550.267,S,04802.662,W,1,12,1.0,0.0,M,0.0,M,,*60
$GPGGA,172328.915,1550.237,S,04802.677,W,1,12,1.0,0.0,M,0.0,M,,*6E
$GPGGA,172329.915,1550.211,S,04802.691,W,1,12,1.0,0.0,M,0.0,M,,*63
$GPGGA,172330.915,1550.187,S,04802.702,W,1,12,1.0,0.0,M,0.0,M,,*6C
$GPGGA,172331.915,1550.162,S,04802.716,W,1,12,1.0,0.0,M,0.0,M,,*63
$GPGGA,172332.915,1550.133,S,04802.729,W,1,12,1.0,0.0,M,0.0,M,,*68
$GPGGA,172333.915,1550.109,S,04802.741,W,1,12,1.0,0.0,M,0.0,M,,*6E
$GPGGA,172334.915,1550.086,S,04802.752,W,1,12,1.0,0.0,M,0.0,M,,*6D
